sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,weight,status,visibility,tax_class_id,qty,is_in_stock,image,small_image,thumbnail
MH01-S-Black,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-S-Black,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-S-Black,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-S-Gray,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-S-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-S-Gray,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-S-Orange,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-S-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-S-Orange,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-M-Black,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-M-Black,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-M-Black,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-M-Gray,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-M-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-M-Gray,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-M-Orange,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-M-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-M-Orange,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-L-Black,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-L-Black,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-L-Black,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-L-Gray,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-L-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-L-Gray,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-L-Orange,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-L-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-L-Orange,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-XL-Black,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-XL-Black,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-XL-Black,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-XL-Gray,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-XL-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-XL-Gray,52.0,1.0,1,4,2,100.0,1.0,,,
MH01-XL-Orange,,Default,simple,,Default Category,base,Chaz Kangeroo Hoodie-XL-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>",Chaz Kangeroo Hoodie-XL-Orange,52.0,1.0,1,4,2,100.0,1.0,,,
MH02-XS-Black,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XS-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XS-Black,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-XS-Purple,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XS-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XS-Purple,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-XS-Red,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XS-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XS-Red,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-S-Black,,Default,simple,,Default Category,base,Teton Pullover Hoodie-S-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-S-Black,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-S-Purple,,Default,simple,,Default Category,base,Teton Pullover Hoodie-S-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-S-Purple,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-S-Red,,Default,simple,,Default Category,base,Teton Pullover Hoodie-S-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-S-Red,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-M-Black,,Default,simple,,Default Category,base,Teton Pullover Hoodie-M-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-M-Black,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-M-Purple,,Default,simple,,Default Category,base,Teton Pullover Hoodie-M-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-M-Purple,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-M-Red,,Default,simple,,Default Category,base,Teton Pullover Hoodie-M-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-M-Red,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-L-Black,,Default,simple,,Default Category,base,Teton Pullover Hoodie-L-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-L-Black,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-L-Purple,,Default,simple,,Default Category,base,Teton Pullover Hoodie-L-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-L-Purple,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-L-Red,,Default,simple,,Default Category,base,Teton Pullover Hoodie-L-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-L-Red,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-XL-Black,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XL-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XL-Black,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-XL-Purple,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XL-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XL-Purple,70.0,1.0,1,4,2,100.0,1.0,,,
MH02-XL-Red,,Default,simple,,Default Category,base,Teton Pullover Hoodie-XL-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>",Teton Pullover Hoodie-XL-Red,70.0,1.0,1,4,2,100.0,1.0,,,
MH03-XS-Black,,Default,simple,,Default Category,base,Bruno Compete Hoodie-XS-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-XS-Black,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-XS-Blue,,Default,simple,,Default Category,base,Bruno Compete Hoodie-XS-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-XS-Blue,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-XS-Green,,Default,simple,,Default Category,base,Bruno Compete Hoodie-XS-Green,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-XS-Green,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-S-Black,,Default,simple,,Default Category,base,Bruno Compete Hoodie-S-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-S-Black,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-S-Blue,,Default,simple,,Default Category,base,Bruno Compete Hoodie-S-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-S-Blue,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-S-Green,,Default,simple,,Default Category,base,Bruno Compete Hoodie-S-Green,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-S-Green,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-M-Black,,Default,simple,,Default Category,base,Bruno Compete Hoodie-M-Black,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-M-Black,63.0,1.0,1,4,2,100.0,1.0,,,
MH03-M-Blue,,Default,simple,,Default Category,base,Bruno Compete Hoodie-M-Blue,"<p>Stay comfortable and stay in the race no matter what the weather's up to. The Bruno Compete Hoodie's water-repellent exterior shields you from the elements, while advanced fabric technology inside wicks moisture to keep you dry.</p>
<p>&bull; Full zip black hoodie pullover. <br />&bull; Adjustable drawstring hood. <br />&bull; Ribbed cuffs/waistband. <br />&bull; Kangaroo pocket. <br />&bull; Machine wash/dry.</p>",Bruno Compete Hoodie-M-Blue,63.0,1.0,1,4,2,100.0,1.0,,,
